5.28011773,0.164454184,0.144606028,7.694763759
6.581874555,0.227594245,0.220923731,8.296652053
7.865679157,0.268742129,0.265683149,9.227415521
8.986664706,0.347158131,0.352251096,10.19651915
10.52624304,0.57302778,0.575402094,10.80225054
12.02858882,0.979924088,1.061425014,11.05545275
13.70762101,2.078693617,2.074543085,10.56521144
15.09078718,4.071423077,3.890566667,9.382221795
16.86347555,6.840778947,6.607774024,7.278650934
17.98686613,10.23306166,9.886774441,4.772917891
18.63536581,14.69879786,13.0365,3.012873932
18.58838059,17.24627747,15.27452288,1.607948873
18.0540761,18.79118974,16.39167431,0.977635442
16.7693973,19.60797002,16.5169391,0.732516574
15.12473232,19.66021111,15.72012424,0.90730101
12.65620239,19.41610615,13.98311577,2.382221419
10.10542512,18.91020345,11.98106897,5.527046305
7.612719872,18.34787222,9.742199786,10.37505385
5.266378559,17.6401598,7.692242044,14.4162067
3.597675403,16.92006492,5.84105121,15.38952581
2.435033666,16.07451771,4.468089526,15.46749751
1.77798262,15.2787023,3.608055344,14.8727077
1.515868,14.444192,3.190956,14.332164
1.45568745,13.71641704,3.06734531,13.62240185
1.52867622,13.07136485,3.119766817,12.96658733
1.557595978,12.29050291,3.169491678,12.30126186
1.539947619,11.65679788,3.112135273,11.64651834
1.563434984,10.95847696,3.109609101,10.96501347
1.666991201,10.25341858,3.211788408,10.2848169
1.685406268,9.617391202,3.592037608,9.49733433
2.207462791,8.888406047,3.837565116,8.826606047
2.536050126,8.124728535,4.036036886,8.166736886
2.84100079,7.468035538,4.213736032,7.55864383
3.210237049,6.911537049,4.375474882,6.931590644
3.546902191,6.349925329,4.454325416,6.355020684
3.728387734,5.88329506,4.483962862,5.880765928
3.801489843,5.413416702,4.412670733,5.438588325
3.78508508,4.976337275,4.274171707,4.991139172
3.692750907,4.57969155,4.068972331,4.545966218
3.530596346,4.177206146,3.861119934,4.208336047
3.386894948,3.813532098,3.603302189,3.840404008
3.198127367,3.416844872,3.234657742,3.453467209
2.974680135,2.986752667,2.981723292,2.998310838
2.739552713,2.725719223,2.805543662,2.775002739
2.583161555,2.545971339,2.545679941,2.581623937
2.356733116,2.352321438,2.345155228,2.349365472
2.104494084,2.136389695,2.133074046,2.129625382
1.913414773,1.932547069,1.925325707,1.904293522
1.782102236,1.778194164,1.769015839,1.779228079
1.584094984,1.620538182,1.604431034,1.58354
1.419604212,1.443657029,1.452067158,1.428913524
1.260897638,1.290005599,1.294493263,1.26200385
1.081746465,1.107116162,1.119984848,1.105728283
0.94969205,0.944517577,0.942893456,0.974832829
0.858270192,0.846214904,0.844614904,0.866714423
0.698888348,0.697889533,0.708318359,0.730012968
0.592775909,0.604148333,0.593128348,0.631194669
0.545229089,0.521564305,0.52012504,0.54543154
0.428969415,0.452607615,0.428945141,0.457370761
